experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType
mp-game-6	pilot	2406-beb9c090-8f9e-4587-a093-e925ea72524d	1547846977559	explorer	18	"flowers with purple stem and thorns"	flowers_purple_stems_thorns	0	"Hello! Are you ready for me to try and explain what makes an oller an oller?"	16.843	chatMessage
mp-game-6	pilot	2406-beb9c090-8f9e-4587-a093-e925ea72524d	1547846982317	student	18	"flowers with purple stem and thorns"	flowers_purple_stems_thorns	0	"Yes."	1.315	chatMessage
mp-game-6	pilot	2406-beb9c090-8f9e-4587-a093-e925ea72524d	1547847013829	explorer	18	"flowers with purple stem and thorns"	flowers_purple_stems_thorns	0	"ok, cool - ther are only two aspects to look for, nothing else matters: the stem is purple, and the stem has thorns"	29.881	chatMessage
mp-game-6	pilot	2406-beb9c090-8f9e-4587-a093-e925ea72524d	1547847025160	explorer	18	"flowers with purple stem and thorns"	flowers_purple_stems_thorns	0	"Everything else can be different"	6.802	chatMessage
mp-game-6	pilot	2406-beb9c090-8f9e-4587-a093-e925ea72524d	1547847033153	student	18	"flowers with purple stem and thorns"	flowers_purple_stems_thorns	0	"Okay. I understand."	4.487	chatMessage
mp-game-6	pilot	2406-beb9c090-8f9e-4587-a093-e925ea72524d	1547847037597	explorer	18	"flowers with purple stem and thorns"	flowers_purple_stems_thorns	0	"Great!"	1.941	chatMessage
mp-game-6	pilot	2406-beb9c090-8f9e-4587-a093-e925ea72524d	1547847049203	student	18	"flowers with purple stem and thorns"	flowers_purple_stems_thorns	0	"Thanks!"	2.036	chatMessage
mp-game-6	pilot	2406-beb9c090-8f9e-4587-a093-e925ea72524d	1547847374514	explorer	8	"trees with purple berries"	trees_purple_berries	1	"Hi again - before we start on the "morseth" round, I saw in the last round you only chose one of the items to match the "oller" description. Did you know that there were many more ollers than just one?"	70.12	chatMessage
mp-game-6	pilot	2406-beb9c090-8f9e-4587-a093-e925ea72524d	1547847384737	explorer	8	"trees with purple berries"	trees_purple_berries	1	"Just so you know for this round :)"	4.863	chatMessage
mp-game-6	pilot	2406-beb9c090-8f9e-4587-a093-e925ea72524d	1547847414948	student	8	"trees with purple berries"	trees_purple_berries	1	"Okay."	3.242	chatMessage
mp-game-6	pilot	2406-beb9c090-8f9e-4587-a093-e925ea72524d	1547847778130	explorer	48	"birds with (orange tails or white wings) and orange crests"	birds_orange_tails_or_white_wings_orange_crests	2	"Ok, for the Luzak - only two things: it has orange head feathers, and some other part of it's body must be white."	349.907	chatMessage
mp-game-6	pilot	2406-beb9c090-8f9e-4587-a093-e925ea72524d	1547847800922	explorer	48	"birds with (orange tails or white wings) and orange crests"	birds_orange_tails_or_white_wings_orange_crests	2	"So if it has orange head feathers, and a purple body and wing, it's not a Luzak. "	21.479	chatMessage
mp-game-6	pilot	2406-beb9c090-8f9e-4587-a093-e925ea72524d	1547847807852	explorer	48	"birds with (orange tails or white wings) and orange crests"	birds_orange_tails_or_white_wings_orange_crests	2	"btw, what's your name?"	3.091	chatMessage
mp-game-6	pilot	2406-beb9c090-8f9e-4587-a093-e925ea72524d	1547847842606	student	48	"birds with (orange tails or white wings) and orange crests"	birds_orange_tails_or_white_wings_orange_crests	2	"Richard. What is yours?"	9.25	chatMessage
mp-game-6	pilot	2406-beb9c090-8f9e-4587-a093-e925ea72524d	1547847852186	explorer	48	"birds with (orange tails or white wings) and orange crests"	birds_orange_tails_or_white_wings_orange_crests	2	"Zorp"	0.953	chatMessage
mp-game-6	pilot	2406-beb9c090-8f9e-4587-a093-e925ea72524d	1547847860432	explorer	48	"birds with (orange tails or white wings) and orange crests"	birds_orange_tails_or_white_wings_orange_crests	2	"Where are you from Richard?"	3.64	chatMessage
mp-game-6	pilot	2406-beb9c090-8f9e-4587-a093-e925ea72524d	1547847874761	student	48	"birds with (orange tails or white wings) and orange crests"	birds_orange_tails_or_white_wings_orange_crests	2	"Maryland"	4.3	chatMessage
mp-game-6	pilot	2406-beb9c090-8f9e-4587-a093-e925ea72524d	1547847897250	explorer	48	"birds with (orange tails or white wings) and orange crests"	birds_orange_tails_or_white_wings_orange_crests	2	"Cool. Ok, so ready to find Luzarks? Orange head feathers, and some white somewhere on its body?"	19.736	chatMessage
mp-game-6	pilot	2406-beb9c090-8f9e-4587-a093-e925ea72524d	1547847906591	student	48	"birds with (orange tails or white wings) and orange crests"	birds_orange_tails_or_white_wings_orange_crests	2	"Okay."	4.298	chatMessage
mp-game-6	pilot	2406-beb9c090-8f9e-4587-a093-e925ea72524d	1547848168367	explorer	38	"bugs with (purple legs and white heads) or orange wings"	bugs_purple_legs_white_heads_or_orange_wings	3	"This is tough one - I can't figure it out exactly, but I think we'll do pretty well if we choose creatures with orange wings. That's it!"	28.717	chatMessage
mp-game-6	pilot	2406-beb9c090-8f9e-4587-a093-e925ea72524d	1547848181342	student	38	"bugs with (purple legs and white heads) or orange wings"	bugs_purple_legs_white_heads_or_orange_wings	3	"Okay."	4.833	chatMessage
