stim_num	turker_label	true_label	is_correct	eventType	iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn
3	true	true	true	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
4	false	true	false	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
5	false	true	false	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
6	false	true	false	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
7	true	true	true	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
8	true	true	true	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
9	false	true	false	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
10	false	false	true	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
11	false	false	true	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
12	true	true	true	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
13	false	false	true	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
14	false	true	false	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
15	true	false	false	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
16	false	true	false	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
17	false	true	false	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
18	true	true	true	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
19	true	true	true	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
20	true	true	true	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
21	true	true	true	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
22	true	true	true	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
23	true	true	true	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
24	false	true	false	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
25	true	true	true	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
26	true	true	true	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
27	true	true	true	logTest	pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541898938354	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
