stim_num	turker_label	true_label	is_correct	eventType	iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn
0	false	false	true	logTest	pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1542043436374	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
1	false	true	false	logTest	pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1542043436374	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
2	false	false	true	logTest	pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1542043436374	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
3	false	true	false	logTest	pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1542043436374	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
4	true	true	true	logTest	pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1542043436374	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
5	false	true	false	logTest	pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1542043436374	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
6	true	true	true	logTest	pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1542043436374	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
7	true	true	true	logTest	pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1542043436374	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
8	false	true	false	logTest	pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1542043436374	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
9	false	true	false	logTest	pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1542043436374	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
