experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548107229153	explorer	26	"flowers with purple petals or thorns"	flowers_purple_petals_or_thorns	0	"All of the ones with thorns are kweps.  Of the ones that do not have thorns, the ones with purple flower heads are kweps."	27.641	chatMessage
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548107248181	explorer	26	"flowers with purple petals or thorns"	flowers_purple_petals_or_thorns	0	"any questions?"	2.666	chatMessage
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548107260031	student	26	"flowers with purple petals or thorns"	flowers_purple_petals_or_thorns	0	"Seems pretty clearly stated, thanks!"	5.992	chatMessage
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548107276369	explorer	26	"flowers with purple petals or thorns"	flowers_purple_petals_or_thorns	0	"You bet!"	1.517	chatMessage
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548107481841	explorer	46	"bugs with (antennae or wings) and purple bodies"	bugs_antennae_or_wings_purple_bodies	1	"The luzaks always have a purple body, underneath the wings. Look underneath the wings for the main part of the body. "	44.067	chatMessage
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548107490729	explorer	46	"bugs with (antennae or wings) and purple bodies"	bugs_antennae_or_wings_purple_bodies	1	"got it? purple body."	6.469	chatMessage
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548107510418	student	46	"bugs with (antennae or wings) and purple bodies"	bugs_antennae_or_wings_purple_bodies	1	"purple body (under wings). Got it. "	10.256	chatMessage
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548107524117	explorer	46	"bugs with (antennae or wings) and purple bodies"	bugs_antennae_or_wings_purple_bodies	1	"ok!"	0.877	chatMessage
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548107662338	explorer	6	"birds with tails"	birds_tails	2	"All of the ones with tail feathers are morseths."	17.213	chatMessage
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548107665420	explorer	6	"birds with tails"	birds_tails	2	"got it?"	1.282	chatMessage
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548107684511	student	6	"birds with tails"	birds_tails	2	"ones that have tail feathers are morseths. Got it"	9.936	chatMessage
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548107698913	explorer	6	"birds with tails"	birds_tails	2	"Great!"	2.801	chatMessage
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548107890746	explorer	36	"fish with (orange bodies and purple stripes) or whiskers"	fish_orange_bodies_purple_stripes_or_whiskers	3	"All of the ones with whiskers hanging down are zorbs. In addition, there is one kind that does not have whiskers that is a zorb -- it's orange with purple stripes, no whiskers."	56.893	chatMessage
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548107960015	student	36	"fish with (orange bodies and purple stripes) or whiskers"	fish_orange_bodies_purple_stripes_or_whiskers	3	"so, I'm looking for whiskers hanging down and orange w/purple stripes and no whiskers"	25.497	chatMessage
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548107973912	student	36	"fish with (orange bodies and purple stripes) or whiskers"	fish_orange_bodies_purple_stripes_or_whiskers	3	"are there other types of whiskers other than hanging down?"	10.223	chatMessage
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548107974423	explorer	36	"fish with (orange bodies and purple stripes) or whiskers"	fish_orange_bodies_purple_stripes_or_whiskers	3	"right.  "	9.417	chatMessage
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548108071420	explorer	36	"fish with (orange bodies and purple stripes) or whiskers"	fish_orange_bodies_purple_stripes_or_whiskers	3	"there are some that have fang-y looking teeth in front. some have whiskers and some don't. focus on whether or not they have whiskers and you're good. I think it's like three whiskers, you'll know when you see them.  otherwise the only ones without whiskers that are zorbs are the ones that are orange with purple stripes. there was only one in the group i saw."	91.338	chatMessage
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548108091142	explorer	36	"fish with (orange bodies and purple stripes) or whiskers"	fish_orange_bodies_purple_stripes_or_whiskers	3	"got it?"	1.258	chatMessage
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548108100425	student	36	"fish with (orange bodies and purple stripes) or whiskers"	fish_orange_bodies_purple_stripes_or_whiskers	3	"yeah, I think so. "	7.975	chatMessage
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548108235749	explorer	16	"trees with orange trunks and berries"	trees_orange_trunks_berries	4	"The ollers have orange trunks."	5.818	chatMessage
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548108251941	explorer	16	"trees with orange trunks and berries"	trees_orange_trunks_berries	4	"easy one"	2.465	chatMessage
mp-game-6	pilot	7249-f3f3c018-1137-4390-861e-a6606da7f247	1548108265120	student	16	"trees with orange trunks and berries"	trees_orange_trunks_berries	4	"seems like it. Good stuff"	8.151	chatMessage
